새티커,원래티커,종목명,시장
FTG,32800,판타지오,KOSDAQ
BKHH,50090,비케이홀딩스,KOSDAQ
DGF,30350,드래곤플라이,KOSDAQ
SPCBL,469880,하나30호스팩,KOSDAQ
SPCBY,477340,에이치엠씨제7호스팩,KOSDAQ
PIT,227100,프로브잇,KOSDAQ
CXI,900120,씨엑스아이,KOSDAQ
KOIZ,121850,코이즈,KOSDAQ
KMP,225430,케이엠제약,KOSDAQ
SPCBR,473050,유안타제15호스팩,KOSDAQ
SNG,188260,세니젠,KOSDAQ
SPCCE,478440,미래에셋비전스팩6호,KOSDAQ
SPCCF,479880,한국제15호스팩,KOSDAQ
GIEN,65060,지엔코,KOSDAQ
CELE,352770,셀레스트라,KOSDAQ
SPCCR,489480,키움제11호스팩,KOSDAQ
OLP,244460,올리패스,KOSDAQ
SPCCG,481890,엔에이치스팩31호,KOSDAQ
DHX,31860,디에이치엑스컴퍼니,KOSDAQ
SPCCS,489730,디비금융제13호스팩,KOSDAQ
HJR,58450,한주에이알티,KOSDAQ
SPCCB,477760,DB금융스팩12호,KOSDAQ
SPCCD,478390,KB제29호스팩,KOSDAQ
SPCCH,482520,교보16호스팩,KOSDAQ
SPCCT,492220,KB제31호스팩,KOSDAQ
MDK,54180,메디콕스,KOSDAQ
KESP,79190,케스피온,KOSDAQ
SPCBN,471050,대신밸런스제17호스팩,KOSDAQ
SAEN,65570,삼영이엔씨,KOSDAQ
SPCCJ,482690,대신밸런스제19호스팩,KOSDAQ
SPCBM,469900,하나31호스팩,KOSDAQ
STL,60240,스타코링크,KOSDAQ
SPCCA,477470,미래에셋비전스팩5호,KOSDAQ
SPCCM,487360,신한제14호스팩,KOSDAQ
SPCCV,496070,신한제16호스팩,KOSDAQ
SPCBT,474490,유안타제16호스팩,KOSDAQ
SPCBU,474660,신한제12호스팩,KOSDAQ
SPCCL,486630,KB제30호스팩,KOSDAQ
SPCCQ,489210,교보17호스팩,KOSDAQ
SPCCU,493790,유안타제17호스팩,KOSDAQ
ALP,43100,알파AI,KOSDAQ
SPCBG,466690,키움히어로제1호스팩,KOSDAQ
SPCCC,478110,이베스트스팩6호,KOSDAQ
SPCCW,498390,한화플러스제5호스팩,KOSDAQ
SPCBO,472220,신영스팩10호,KOSDAQ
SPCCP,488060,유진스팩11호,KOSDAQ
KEM,106080,케이이엠텍,KOSDAQ
SPCCK,484130,하나34호스팩,KOSDAQ
SPCBI,467930,IBKS제23호스팩,KOSDAQ
SPCBK,469480,IBKS제24호스팩,KOSDAQ
SPCBC,462020,에이치엠씨제6호스팩,KOSDAQ
SPCBD,464440,한국제13호스팩,KOSDAQ
SPCBS,473950,에스케이증권제13호스팩,KOSDAQ
SPCCO,487830,신한제15호스팩,KOSDAQ
SPCBF,465320,교보15호스팩,KOSDAQ
SPCBJ,468760,유진스팩10호,KOSDAQ
SPCCN,487720,키움제10호스팩,KOSDAQ
SPCBP,472230,에스케이증권제11호스팩,KOSDAQ
SPCBV,474930,신한제13호스팩,KOSDAQ
SPCBX,475250,하나33호스팩,KOSDAQ
TB,79970,투비소프트,KOSDAQ
SCON,276040,스코넥,KOSDAQ
SPCBQ,473000,에스케이증권제12호스팩,KOSDAQ
AIEM,101390,아이엠,KOSDAQ
SPCBW,475240,하나32호스팩,KOSDAQ
KDA,44180,KD,KOSDAQ
CRY,313760,캐리,KOSDAQ
TT,43090,더테크놀로지,KOSDAQ
ITO,52770,아이톡시,KOSDAQ
DASPP,21045,대호특수강우,KOSDAQ
SOFP,32685,소프트센우,KOSDAQ
DKE,0001A0,덕양에너젠,KOSDAQ
NVM,0004V0,엔비알모션,KOSDAQ
SPCAA,0004Y0,디비금융제14호스팩,KOSDAQ
ACR,0007C0,아크릴,KOSDAQ
INBE,0007J0,인벤테라,KOSDAQ
SNSA,0008Z0,에스엔시스,KOSDAQ
AMB,0009K0,에임드바이오,KOSDAQ
BWC,0010F0,보원케미칼,KOSDAQ
JPI,0010V0,제이피아이헬스케어,KOSDAQ
AXV,0011A0,액스비스,KOSDAQ
SJF,0013V0,삼진식품,KOSDAQ
GRO,0015G0,그린광학,KOSDAQ
ARO,0015N0,아로마티카,KOSDAQ
FESC,0015S0,페스카로,KOSDAQ
SPCAB,0037T0,KB제32호스팩,KOSDAQ
SPCAC,0041B0,교보18호스팩,KOSDAQ
SPCAD,0041J0,엘에스스팩1호,KOSDAQ
SPCAE,0041L0,하나35호스팩,KOSDAQ
SPCAF,0044K0,삼성스팩10호,KOSDAQ
SPCAG,0054V0,엔에이치스팩32호,KOSDAQ
SPCAH,0068Y0,비엔케이제3호스팩,KOSDAQ
SPCAI,0071M0,삼성스팩11호,KOSDAQ
SPCAJ,0072Z0,KB제33호스팩,KOSDAQ
CANN,0082N0,카나프테라퓨틱스,KOSDAQ
SPCAK,0088D0,메리츠제1호스팩,KOSDAQ
MEJ,0088M0,메쥬,KOSDAQ
SPCAL,0091W0,신영스팩11호,KOSDAQ
SPCAM,0093G0,미래에셋비전스팩8호,KOSDAQ
SPCAN,0096B0,삼성스팩12호,KOSDAQ
SPCAO,0096D0,미래에셋비전스팩9호,KOSDAQ
SPCAP,0097F0,미래에셋비전스팩10호,KOSDAQ
SPCAQ,0098T0,교보19호스팩,KOSDAQ
SPCAR,0099W0,미래에셋비전스팩11호,KOSDAQ
SPCAS,0099X0,IBKS제25호스팩,KOSDAQ
SPCAT,0101C0,하나36호스팩,KOSDAQ
SPCAU,0105P0,유진스팩12호,KOSDAQ
SPCAV,0115H0,삼성스팩13호,KOSDAQ
SPCAW,0130D0,신한제17호스팩,KOSDAQ
SPCAX,0130H0,엔에이치스팩33호,KOSDAQ
SPCAY,0131D0,키움히어로제2호스팩,KOSDAQ
SPCAZ,0132G0,교보20호스팩,KOSDAQ
HAESA,03481K,해성산업1우,KOSDAQ
